100000,0.001000
100000,0.000000
100000,0.000000
100000,0.000000
100000,0.000000
100000,0.001000
100000,0.000000
100000,0.000000
100000,0.000000
100000,0.000000
1000000,0.002000
1000000,0.002000
1000000,0.002000
1000000,0.002000
1000000,0.002000
1000000,0.002000
1000000,0.002000
1000000,0.002000
1000000,0.002000
1000000,0.002000
10000000,0.021000
10000000,0.022000
10000000,0.021000
10000000,0.021000
10000000,0.021000
10000000,0.021000
10000000,0.021000
10000000,0.021000
10000000,0.022000
10000000,0.020000
100000000,0.246000
100000000,0.202000
100000000,0.200000
100000000,0.201000
100000000,0.200000
100000000,0.201000
100000000,0.201000
100000000,0.200000
100000000,0.200000
100000000,0.201000
