100000,0.000020
100000,0.000017
100000,0.000018
100000,0.000017
100000,0.000017
100000,0.000017
100000,0.000017
100000,0.000018
100000,0.000017
100000,0.000017
1000000,0.000132
1000000,0.000130
1000000,0.000130
1000000,0.000130
1000000,0.000129
1000000,0.000130
1000000,0.000130
1000000,0.000129
1000000,0.000129
1000000,0.000129
10000000,0.001250
10000000,0.001247
10000000,0.001248
10000000,0.001246
10000000,0.001249
10000000,0.001245
10000000,0.001248
10000000,0.001245
10000000,0.001246
10000000,0.001247
100000000,0.012757
100000000,0.011496
100000000,0.011497
100000000,0.011502
100000000,0.011498
100000000,0.011500
100000000,0.011499
100000000,0.011497
100000000,0.011501
100000000,0.011499
1410065408,0.000000
1410065408,0.000000
1410065408,0.000000
1410065408,0.000000
1410065408,0.000000
